1	1	1	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55945	-0.138501	2.11162e-009	-1.87543e-010	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.8215	0.0186283	2.29669	-0.20398	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89093	-0.134166	2.30087	-0.152778	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.72972	0.211715	2.36836	-1.62878	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85306	0.407603	3.87532	0.955152	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.61861	0.422641	2.80053	0.581333	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.08128	0.596301	2.13781	-0.0793114	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09691	0.66771	2.39749	0.0540425	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5744	1.65925	2.56917	1.61394	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5253	1.61828	2.37496	1.50309	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5959	2.31882	1.75669	0.138973	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6902	2.29601	2.31332	0.191727	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6382	2.89919	3.55631	0.913431	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4806	2.87163	2.86669	0.786794	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0143	3.70532	2.22601	0.851399	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0871	3.72548	2.37245	0.889914	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3326	4.73114	2.13321	1.07908	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4288	4.7507	2.49574	1.17093	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0772	5.57255	2.77033	0.589893	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1856	5.60675	2.99897	0.658257	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6112	6.95553	1.93533	1.7906	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6693	6.9714	2.3657	1.93748	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5809	8.09443	3.36111	0.596155	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5269	8.08465	3.08045	0.522976	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.948	9.86991	1.89988	2.61242	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9333	9.85939	2.00821	2.65403	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6098	10.7137	3.15114	-0.346629	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6938	10.7426	3.2589	-0.307451	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1479	12.075	1.84064	2.40993	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2628	12.1151	2.23776	2.55496	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3205	13.4761	3.71107	0.594548	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.187	13.4362	3.16172	0.414294	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7719	14.8215	2.13722	2.01552	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7957	14.8334	2.40273	2.12428	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3559	16.5557	2.66982	1.45463	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4025	16.5712	2.74734	1.47951	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1548	17.2901	2.69089	0.186016	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1522	17.292	2.78189	0.221244	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6247	19.0591	2.32373	2.82236	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5749	19.0377	2.12414	2.73606	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7175	19.9133	3.8978	-0.341186	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.6028	19.8725	3.3295	-0.538266	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0403	21.0781	1.78172	2.3503	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.031	21.0749	1.88166	2.39196	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6567	21.7958	3.14976	-0.386645	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6553	21.7966	3.14826	-0.384991	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.881	22.7768	1.50993	1.85637	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9216	22.7923	1.89483	2.00636	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3773	23.4183	2.84067	-0.293127	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4377	23.4419	2.8477	-0.28569	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3389	23.9886	3.0223	1.13456	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.1697	23.9279	2.30795	0.884674	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2648	24.3623	1.86336	0.100857	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4085	24.4137	2.39062	0.285325	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.827	24.8828	2.45947	0.599794	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.7717	24.8626	2.23168	0.52046	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8941	24.7194	1.9671	-0.615728	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9793	24.749	2.28612	-0.512337	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.004	25.251	1.86986	1.18661	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9805	25.2426	1.77273	1.15328	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1198	24.9418	2.35419	-1.28259	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.1131	24.9414	2.20632	-1.32105	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
