-0.0148799	3.23217	-0.00519752	1.12899	-0.0148799	3.23217	-0.0712	3.395	-0.2028	0.9792
-2.00103e+008	-921210	-0.272973	0.436648	-0.516999	4.12765	-0.3356	4.1478	-0.4399	0.898
4.49375e+006	-9.76122e+008	-2.71451	1.36014	-0.887745	5.16222	-0.7789	4.8112	-0.6494	0.7604
1.19516e+006	5502.47	-0.706522	-0.979146	-1.3701	5.14199	-1.3732	5.3436	-0.8181	0.575
51.3661	-0.371329	-36.2316	-1.34007	-2.04541	5.58429	-2.0813	5.7114	-0.9354	0.3535
22.4303	39.5034	2.66126	31.2006	-2.77657	5.42831	-2.8586	5.8916	-0.994	0.1097
6.00082	10.5071	-23.9059	7.77638	-3.60738	5.81046	-3.6563	5.8728	-0.99	-0.1409
-2.5079	7.83736	-13.0079	-7.24559	-4.36475	5.96876	-4.4242	5.6562	-0.9239	-0.3827
-6.501	9.03073	-6.13592	0.870127	-5.22412	5.36276	-5.1142	5.2554	-0.7997	-0.6004
-7.54145	5.29787	0.00057898	-1.07063	-5.75768	5.05387	-5.6828	4.6957	-0.6253	-0.7804
-6.55711	4.58813	0.460448	-0.541563	-5.98397	4.14229	-6.0944	4.0121	-0.4115	-0.9114
-6.70683	3.26671	-0.683144	-1.67245	-6.46837	3.11973	-6.323	3.2476	-0.1719	-0.9851
-6.63304	2.43065	-0.0774925	-0.885135	-6.34368	2.3127	-6.3543	2.4503	0.0784	-0.9969
-6.3244	1.69906	0.66695	-0.938103	-6.25041	1.67944	-6.1864	1.6703	0.3239	-0.9461
-5.75289	0.875353	0.746593	-1.06643	-5.7412	0.872354	-5.8297	0.9566	0.549	-0.8358
-5.24526	0.33321	0.660263	-0.508278	-5.31282	0.349515	-5.3068	0.3539	0.7396	-0.673
-4.60687	-0.122824	1.02361	-0.598807	-4.65883	-0.124852	-4.6504	-0.0997	0.8838	-0.468
-3.89552	-0.557252	1.09623	-0.458354	-4.06889	-0.581252	-3.9018	-0.3759	0.9724	-0.2335
-3.59299	-0.711426	0.234258	0.0277115	-3.84501	-0.69488	-3.108	-0.4572	0.9999	0.0157
-2.67072	-0.447913	0.880023	0.380598	-2.0748	-0.362335	-2.319	-0.3386	0.9646	0.2638
-1.79109	-0.0099582	0.699831	0.607836	-1.4655	-0.0174295	-1.5843	-0.0275	0.8686	0.4954
-1.11156	0.489499	0.928096	0.64343	-1.08384	0.472609	-0.95	0.4566	0.7181	0.6959
-0.441108	1.08064	0.744567	0.854741	-0.435959	1.05757	-0.456	1.0832	0.5225	0.8526
-0.0860748	1.86885	0.228798	1.02921	-0.101611	1.89378	-0.1334	1.813	0.2941	0.9558
0.0607393	2.75912	0.119395	0.75005	0.0649471	2.993	-0.0024	2.6	0.0471	0.9989
0.00306638	3.28752	-0.181212	1.44917	0.00309383	2.822	0.0509	3.3969	0.172	0.9851
0.60572	4.13768	1.34285	1.09994	0.536627	3.86967	0.2915	4.1576	0.4115	0.9114
0.703432	4.92073	-0.472401	1.09598	0.701373	4.68519	0.7137	4.8347	0.6253	0.7804
1.38571	5.51204	1.48181	0.887332	1.32848	5.26426	1.2911	5.3854	0.7997	0.6004
1.85554	5.84654	0.331316	0.305683	1.8182	5.63345	1.9873	5.7753	0.9239	0.3827
2.65568	5.76699	1.32612	0.0478402	2.5745	5.57386	2.7585	5.9798	0.99	0.1409
3.34359	5.68436	0.36192	-0.584148	3.43756	5.83221	3.5564	5.9861	0.994	-0.1098
4.21157	5.69122	1.04061	-0.28126	4.58847	6.1244	4.3308	5.7937	0.9354	-0.3535
